,,Similarity
正常なマイルド摩耗 発生する,機械部品 正常なマイルド摩耗 厳しい,0.959528847254
摩耗 動体 発生する,動体とのギャップ 摩耗 大きい,0.959522460592
濃度 最適な試料油 出る,最適な試料油 ある,0.95934721918
油の添加剤成分である亜鉛 検出する,汚染度 油の添加剤成分である亜鉛 高い,0.959298749512
亜鉛 油の添加剤成分であるリン 混入する,油の添加剤成分である亜鉛 検出する,0.959298749512
球状粒子 検出する,球状粒子の発生原因 考える,0.959234542433
球状粒子 検出する,球状粒子 金属 増加する,0.959234542433
球状粒子 発生する,球状粒子 金属 増加する,0.959234542433
球状粒子の発生原因 考える,球状粒子 発生する,0.959234542433
球状粒子 検出する,球状粒子 発生する,0.959234542433
汚染物 更油 ある,汚染物 更油 軌道面 する,0.959199951863
汚染物 更油 ある,汚染物 更油 軸受摺動面 する,0.959199951863
汚染物 更油した後 発生する,汚染物 更油 ある,0.959199951863
物理的性状 ある,汚染度 物理的性状 高い,0.959069944684
物理的性状 ある,計数汚染度 物理的性状 高い,0.959069944684
摩耗粒子異物 噛む,摩耗粒子異物 発生する,0.959069944684
摩擦熱 摩耗粒子異物 高い,摩耗粒子異物 発生する,0.959069944684
オイルリングの摩耗 発生する,オイルリングの摩耗 停止回数 関与する,0.959067069783
オイルリングの摩耗 砂 進行する,摩耗 オイルリング 発生する,0.959067069783
潤滑油用のオイルリング 摩耗する,摩耗 オイルリング 発生する,0.959067069783
オイルリングの摩耗 発生する,オイルリングの摩耗 砂 進行する,0.959067069783
オイルリングの摩耗 停止回数 関与する,摩耗 オイルリング 発生する,0.959067069783
化合物 カルシウム化合物 ある,化合物 カルシウム化合物 進行する,0.95894289435
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 . ある,0.958727860062
フィルタ表面の異物観察 フレッティング 発生する,フィルタ表面の異物観察 検出する,0.958727860062
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 変化 ある,0.958727860062
メタルの潤滑部 発生する,銅 メタルの潤滑部 存在する,0.958727860062
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 汚染度物重量 ある,0.958727860062
アンチモン 検出する,アンチモン 鉛 混入する,0.958727860062
NAS級 汚染度計数汚染度 重量汚染度 到達する,汚染度計数汚染度 NAS級 ある,0.958727860062
フィルタ表面の異物観察 潤滑状態 ある,フィルタ表面の異物観察 検出する,0.958727860062
汚染度計数汚染度 NAS級 到達する,汚染度計数汚染度 NAS級 ある,0.958727860062
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 .mg/ml ある,0.958727860062
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 油膜破断 発生する,0.958727860062
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 .ppm ある,0.958727860062
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 計数汚染度 ある,0.958727860062
アンチモン 検出する,アンチモン クロム 増加する,0.958727860062
流体潤滑 メタルの潤滑部 なる,メタルの潤滑部 発生する,0.958727860062
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 軸受摺動面 噛む,0.958727860062
汚染度計数汚染度 NAS級 汚染する,汚染度計数汚染度 NAS級 ある,0.958727860062
アンチモン クロム 混入する,アンチモン 検出する,0.958727860062
汚染度計数汚染度 NAS級 汚染する,NAS級 汚染度計数汚染度 重量汚染度 到達する,0.958727860062
汚染度計数汚染度 NAS級 高い,汚染度計数汚染度 NAS級 ある,0.958727860062
フィルタ表面の異物観察 検出する,表面 フィルタ表面の異物観察 なる,0.958727860062
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 鉄錆 ある,0.958727860062
汚染度計数汚染度 NAS級 高い,汚染度計数汚染度 NAS級 汚染する,0.958727860062
フィルタ表面の異物観察 摩耗 考える,フィルタ表面の異物観察 検出する,0.958727860062
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 水分 ある,0.958727860062
フィルタ表面の異物観察 検出する,フィルタ表面の異物観察 砂 ある,0.958727860062
アンチモン 検出する,アンチモン マグネシウム 混入する,0.958727860062
クランクメタル 発生する,摩耗 クランクメタル 進行する,0.958549976809
クランクメタル 発生する,クランクメタル クランクメタル マイルド摩耗 呼ぶ,0.958549976809
クランクメタル 発生する,硫黄分 クランクメタル 反応する,0.958549976809
クランクメタル 発生する,コンロッドメタル クランクメタル 進行する,0.958549976809
クランクメタル 発生する,石膏 クランクメタル 多い,0.958549976809
クランクメタル 発生する,石膏 クランクメタル 生成する,0.958549976809
クランクメタル 発生する,クランクメタルの摩耗 クランクメタル 進行する,0.958549976809
クランクメタル 発生する,コンロッドメタル クランクメタル 摩耗する,0.958549976809
ppm ppm 銅 錫 混入する,ppm 銅 銅 検出する,0.958367246695
ppm ppm 銅 錫 混入する,銅 ppm 検出する,0.958367246695
ppm ppm 銅 黒錆 混入する,銅 ppm 検出する,0.958367246695
ppm 亜鉛 検出する,ppm ppm 亜鉛 黒錆 混入する,0.958367246695
ppm ppm 銅 黒錆 混入する,ppm 銅 銅 検出する,0.958367246695
ppm 亜鉛 検出する,ppm 亜鉛 鉄錆 混入する,0.958367246695
銅 ppm 含む,ppm 銅 検出する,0.958367246695
ppm 銅 鉛 加える,ppm 銅 銅 検出する,0.958367246695
ppm 銅 検出する,ppm 銅 錫 混入する,0.958367246695
当該機 摩耗粒子 検出する,当該機 ある,0.958367246695
銅 ppm 含む,銅 ppm 検出する,0.958367246695
ppm 銅 錫 混入する,銅 ppm 検出する,0.958367246695
当該機の場合 考える,当該機 ある,0.958367246695
ppm 亜鉛 検出する,ppm 亜鉛 黒錆 混入する,0.958367246695
当該機 ある,当該機のメタル 高い,0.958367246695
ppm 亜鉛 検出する,ppm ppm 亜鉛 鉄錆 混入する,0.958367246695
ppm 錫 銅 混入する,ppm 銅 銅 検出する,0.958367246695
ppm 錫 銅 混入する,銅 ppm 検出する,0.958367246695
銅 ppm 含む,ppm 銅 銅 検出する,0.958367246695
ppm 銅 鉛 混入する,銅 ppm 検出する,0.958367246695
ppm 銅 検出する,ppm 錫 銅 混入する,0.958367246695
ppm 銅 鉛 混入する,ppm 銅 銅 検出する,0.958367246695
ppm 亜鉛 検出する,ppm 亜鉛 異物 混入する,0.958367246695
ppm 銅 金属接触 混入する,ppm 銅 銅 検出する,0.958367246695
ppm 亜鉛 検出する,ppm 亜鉛 銅 混入する,0.958367246695
ppm 銅 検出する,ppm ppm 銅 錫 混入する,0.958367246695
ppm 銅 検出する,ppm ppm 銅 黒錆 混入する,0.958367246695
当該機の軸受メタル 深い,当該機 ある,0.958367246695
ppm 銅 鉛 混入する,ppm 銅 検出する,0.958367246695
ppm 銅 金属接触 混入する,銅 ppm 検出する,0.958367246695
ppm 亜鉛 検出する,ppm ppm 亜鉛 ニッケル 混入する,0.958367246695
ppm 亜鉛 検出する,ppm ppm 亜鉛 フリクションポリマ 混入する,0.958367246695
ppm 亜鉛 検出する,ppm ppm 亜鉛 カルシウム 混入する,0.958367246695
ppm ppm 銅 鉛 混入する,ppm 銅 銅 検出する,0.958367246695
ppm 銅 鉛 加える,ppm 銅 検出する,0.958367246695
ppm 銅 鉛 加える,銅 ppm 検出する,0.958367246695
ppm 亜鉛 検出する,ppm ppm 亜鉛 錫 混入する,0.958367246695
ppm 亜鉛 銅 混入する,ppm 銅 検出する,0.958367246695
ppm 亜鉛 銅 混入する,ppm 銅 銅 検出する,0.958367246695
ppm 亜鉛 銅 混入する,銅 ppm 検出する,0.958367246695
ppm ppm 銅 鉄 混入する,ppm 銅 検出する,0.958367246695
ppm ppm 銅 鉄 混入する,銅 ppm 検出する,0.958367246695
ppm ppm 鉄 銅 混入する,ppm 銅 検出する,0.958367246695
ppm ppm 鉄 銅 混入する,ppm 銅 銅 検出する,0.958367246695
ppm ppm 鉄 銅 混入する,銅 ppm 検出する,0.958367246695
ppm ppm 銅 鉛 混入する,ppm 銅 検出する,0.958367246695
ppm 銅 金属接触 混入する,ppm 銅 検出する,0.958367246695
ppm ppm 銅 鉄 混入する,ppm 銅 銅 検出する,0.958367246695
ppm ppm 銅 鉛 混入する,銅 ppm 検出する,0.958367246695
ppm 亜鉛 検出する,ppm ppm 錫 亜鉛 混入する,0.958367246695
ppm 銅 錫 混入する,ppm 銅 銅 検出する,0.958367246695
ppm 亜鉛 検出する,ppm ppm カルシウム 亜鉛 混入する,0.958367246695
ppm 亜鉛 検出する,ppm ppm 亜鉛 鉄 混入する,0.958367246695
分析結果の全ての分析項目の値 当社推奨の管理基準値 満たす,全ての分析項目の値 当社推奨の管理基準値 潤滑状態 満たす,0.958229850268
ホワイトメタル 検出する,箇所 ホワイトメタル ある,0.958179436829
軸受メタルの主成分である錫 鉄 増加する,鉄 軸受メタルの主成分である錫 高い,0.958016324875
鉄 軸受メタルの主成分である錫 含む,鉄 軸受メタルの主成分である錫 高い,0.958016324875
油の添加剤成分であるカルシウム 検出する,鉄 油の添加剤成分であるカルシウム 混入する,0.957477808216
油の添加剤成分であるカルシウム 検出する,鉛 油の添加剤成分であるカルシウム 混入する,0.957477808216
油の添加剤成分であるカルシウム 検出する,カルシウム 油の添加剤成分であるバリウム 増加する,0.957477808216
シビア粒子繰返し応力 摩耗粒子異物の切削作用 受ける,シビア粒子繰返し応力 摩耗 受ける,0.957472841702
発生した赤錆 検出する,発生した赤錆 軸受軌道面 噛む,0.957173174922
金属接触 発生した赤錆 厳しい,発生した赤錆 検出する,0.957173174922
発生した赤錆 軸受摺動面 噛む,発生した赤錆 検出する,0.957173174922
発生した赤錆 厳しい,発生した赤錆 検出する,0.957173174922
外部混入異物計数汚染度 到達する,外部混入異物計数汚染度 ある,0.956930627407
外部混入異物計数汚染度 ある,外部混入異物計数汚染度 汚染する,0.956930627407
NAS級以上 外部混入異物計数汚染度 上昇する,外部混入異物計数汚染度 汚染する,0.956930627407
外部混入異物計数汚染度 NAS級 到達する,外部混入異物計数汚染度 汚染する,0.956930627407
外部混入異物計数汚染度 NAS級 到達する,外部混入異物計数汚染度 ある,0.956930627407
外部混入異物計数汚染度 汚染する,NAS級 外部混入異物計数汚染度 上昇する,0.956930627407
NAS級以上 外部混入異物計数汚染度 上昇する,外部混入異物計数汚染度 ある,0.956930627407
外部混入異物計数汚染度 ある,NAS級 外部混入異物計数汚染度 上昇する,0.956930627407
外部混入異物計数汚染度 到達する,外部混入異物計数汚染度 汚染する,0.956930627407
進行したもの 考える,いないもの 考える,0.956876988394
排除されたもの 考える,いないもの 考える,0.956876988394
発生したもの 考える,いないもの 考える,0.956876988394
異物 多く観察された粒子 厳しい,多く観察された粒子 検出する,0.956854850593
異物 多く観察された粒子 厳しい,多く観察された粒子 発生する,0.956854850593
機械部品 多く観察された粒子 厳しい,多く観察された粒子 検出する,0.956854850593
多く観察された粒子 発生する,フリクションポリマ外部 多く観察された粒子 混入する,0.956854850593
外部 多く観察された粒子 混入する,多く観察された粒子 発生する,0.956854850593
